"Sequence No." "V" "D" "air density" "Humidity" "I" "S_a" "S_b" "y (% relative to rated power)"
"472" 9.145603 231.1295 1.26033759000006 71.913722 0.0662656360657684 0.0885625933566796 0.0468013125274859 55.3333333333333
"473" 9.515031 232.3737 1.26005206481237 72.382662 0.0732577434587444 0.0387298551733729 0.0363017548752151 49.89
"474" 9.985505 231.6768 1.25996247472852 71.835565 0.0497891093139506 0.0162851545871512 0.0440019271059198 57.22
"475" 10.22407 230.9662 1.25973476175561 73.052151 0.0574423003754865 0.0230942666760743 0.0514662245091428 63.1066666666667
"476" 10.00429 228.4511 1.2596739374617 73.607581 0.0796212724741086 0.0914374680333983 0.040879725022769 54.9066666666667
"477" 9.729585 227.4598 1.2594874392034 73.687325 0.0549058875584108 0.0602506306563303 0.060941053619667 59.8266666666667
"478" 9.603294 229.7089 1.2591266010781 73.611944 0.0633963096412543 0.0607859896881664 0.0416731062623067 60.0233333333333
"479" 9.954373 228.2859 1.25875101327035 74.193161 0.0596485182944219 0.0294869316244239 0.0397426803543606 67.7333333333333
"480" 10.32659 225.8968 1.25862621892926 75.97807 0.0753739036797239 0.0496061752024573 0.0471550753644801 73.9233333333333
"481" 10.71482 228.2905 1.25883983760319 77.452334 0.0610121868589486 0.0934345613816234 0.0281564137105666 72.0233333333333
"482" 11.10107 227.8102 1.25868874929197 75.909631 0.048200542830556 0.0391093381525907 0.0292512414025495 64.31
"483" 10.23697 225.5802 1.25837109413329 77.628286 0.0666821725569187 0.0712429823174549 0.0477572190783458 65.87
"484" 10.58954 224.4116 1.25862079163168 78.362445 0.0735076311152326 0.081534497377045 0.0259075149773364 71.7533333333333
"485" 11.15785 225.1376 1.25819089771952 77.445589 0.0628973323713798 0.0943924561908461 0.0455255453216927 64.51
"486" 10.83631 227.988 1.25785638714827 78.665153 0.0590570314064474 0.0789036863710599 0.0750459897024972 75.3433333333333
"487" 11.005 230.2368 1.25756955962228 76.426182 0.0706291231258519 0.0853640153083486 0.0444461628606046 70.8766666666667
"488" 11.33822 229.3393 1.25677417675599 76.566426 0.0609027519310791 0.0472943655275498 0.0492692002489544 76.93
"489" 11.40793 228.9955 1.25680171828355 78.520741 0.0680211396809062 0.0642454949115239 0.0653657958068001 81.5433333333333
"490" 11.49674 232.0196 1.25718964251985 80.408205 0.0667037612401429 0.0819590216160077 0.0420083555948843 79.4533333333333
"491" 11.6288 234.182 1.25756275109692 81.064008 0.0525421023665383 0.0555066823702635 0.0441310033226726 88.0533333333333
"492" 12.2022 232.9037 1.2576380751101 81.13542 0.0565996049892642 0.0780841542055093 0.0444238594787126 87.9066666666667
"493" 11.88195 234.4606 1.25769792387731 81.893778 0.0736183370574695 0.0802442984554296 0.0530163988629404 85.3266666666667
"494" 12.22177 230.7311 1.25706834620539 83.985363 0.070526085828812 0.0746384566464931 0.0485608585158513 87.5266666666667
"495" 12.51665 229.9774 1.25705062225718 84.95617 0.054427534524014 0.089233599742564 0.0425752518056468 97.4933333333333
"496" 13.05517 231.0536 1.25671612696601 85.434633 0.0627874780642458 0.089564508239328 0.0675791766652328 98.0166666666667
"497" 13.65277 234.2512 1.2564344774926 84.744514 0.0560273849189578 0.0679453245019293 0.0619402924005623 96.7766666666667
"498" 13.39656 231.8848 1.25597519112359 84.470367 0.0534252599174714 0.0765880506886786 0.0610170709759679 99.41
"499" 13.8139 233.7143 1.25648371505821 86.752586 0.0559906253845764 0.0856426520679919 0.0584778568437569 96.78
"500" 12.94304 232.1092 1.2568494325772 90.58921 0.0464052880930601 0.0667477332182992 0.0487499745136466 94.4633333333333
"501" 13.07803 231.3141 1.25614037263148 89.541233 0.0606728995116237 0.08156469052198 0.0524438502793572 97.7933333333333
"502" 13.8497 233.5997 1.25553105775246 89.739205 0.0627687964360239 0.0376208865104444 0.0519171593934799 99.3366666666667
"503" 14.50615 234.5291 1.25605926409246 91.769094 0.05857477001134 0.0336379015311343 0.0534632964232315 98.2833333333333
"504" 13.91312 233.7636 1.2563698683277 93.631368 0.0487325775958232 0.08060413042931 0.0491781128437904 92.9066666666667
"505" 13.03925 233.312 1.25689914501987 95.065762 0.0626908449489043 0.122941701315742 0.0500665817476012 98.8933333333333
"506" 14.08284 233.5173 1.25619203948668 95.286546 0.0535864427913688 0.0903332089534324 0.0561307025443614 99.5966666666667
"507" 14.0916 234.8463 1.25599612193567 96.221647 0.065005535212467 0.0986555739231881 0.0636958446334917 99.65
"508" 13.96884 236.3829 1.2562870394372 96.949854 0.0612983826860355 0.086821884611477 0.0575250536716899 99.7566666666667
"509" 14.52185 236.9099 1.25618884258239 99.323318 0.0619669945633649 0.123385740993763 0.0732720019685957 99.7366666666667
"510" 14.42646 238.0535 1.25613740403082 99.591712 0.0601956058520247 0.0869315993877737 0.0508883044360336 99.6566666666667
"511" 13.74028 256.3858 1.2512861125929 89.450382 0.0688197329312066 0.150690048589196 0.0875759978851016 98.75
"512" 14.08081 260.5982 1.24983123557348 88.345475 0.0595154469096593 0.12220576519153 0.0980566670283312 99.6333333333333
"513" 13.67997 264.3651 1.24921162535339 87.725973 0.066892054587839 0.148600674745612 0.114294675338734 99.2833333333333
"514" 13.43118 265.5731 1.24925959112534 88.046336 0.06340702008312 0.149011172729699 0.101058562762955 98.13
"515" 13.38567 267.5779 1.2489554400743 88.266923 0.065903036605564 0.141677186344759 0.107381478664267 98.6966666666667
"516" 13.29257 268.2051 1.24881066120077 88.146911 0.0621751399466017 0.134762319179585 0.112287553621137 94.43
"517" 12.4676 267.5268 1.24914380710197 88.349839 0.0718930588084315 0.153783717391886 0.112372847199089 92.49
"518" 12.66764 270.7217 1.24886065395282 88.475604 0.0722684256893944 0.147567672736776 0.0947587313478354 97.8466666666667
"519" 13.06274 273.2698 1.24908318177758 89.203215 0.0561224214827823 0.123936390462828 0.115883957835499 91.9733333333333
"520" 12.11719 274.1724 1.24921640143359 89.225829 0.0568298425625083 0.199462507131429 0.104436989417492 90.4733333333333
"521" 12.72012 279.0593 1.24873776846063 89.117322 0.0556491919887548 0.12957657940461 0.102423953247507 94.33
"522" 12.73203 280.6616 1.24848945256211 88.698966 0.0524354717982914 0.120969663885378 0.113330046384559 89.58
"523" 12.32082 283.6863 1.24920668476278 89.516239 0.0409958671581924 0.126340656249945 0.109407795230636 90.5266666666667
"524" 12.33885 280.9208 1.24889216913888 89.690011 0.0502026444928012 0.167579621510448 0.130962180409604 79.5533333333333
"525" 11.77931 280.3487 1.24896962210476 90.294634 0.0464257329164442 0.14688618194483 0.125550367201841 83.1966666666667
"526" 11.96851 279.3335 1.24884363313368 90.371201 0.0475575572899216 0.150925978202805 0.12156400018648 84.22
"527" 11.68627 282.2135 1.24908319019894 90.783607 0.0475100352807183 0.194914999782147 0.133036369580672 79.8866666666667
"528" 11.93104 284.9553 1.24934089606735 90.949246 0.056926479166946 0.165700511932676 0.131033769081074 78.16
"529" 11.17079 289.9929 1.24995274810171 90.929607 0.0792195717581299 0.125806881090474 0.108519118184045 67.2866666666667
"530" 10.26985 292.2939 1.25013654326823 91.883951 0.0625459573411491 0.19824952310487 0.105657196980704 56.1233333333333
"531" 9.88194 289.8901 1.25059428798466 92.109891 0.0445971641195959 0.147619373011087 0.126384097967916 50.5666666666667
"532" 9.449014 286.0376 1.25054298872574 93.291366 0.0541575025711677 0.135916417804338 0.111573302060708 50.1633333333333
"533" 9.521302 287.1713 1.25091480616275 94.028102 0.0545895613856172 0.174449600688314 0.114270975911129 54.6566666666667
"534" 9.832861 287.9047 1.25099311000547 93.156279 0.0682948024994963 0.156857425603143 0.114121028823917 59.04
"535" 10.21026 293.4777 1.2507150633361 92.167614 0.0533670445218829 0.213969624109151 0.13145433492251 62.7333333333333
"536" 10.3175 292.387 1.25096137002427 91.473329 0.0510475308941119 0.166021096838342 0.121290825731434 53.42
"537" 9.348754 289.9717 1.25103902173558 91.294999 0.054300177328444 0.139526460557162 0.124885602365414 48.7733333333333
"538" 9.026962 291.6793 1.25130112345302 91.613775 0.0559634681080966 0.219842830080808 0.123378836370369 45.8033333333333
"539" 8.812263 287.7014 1.25127312063575 91.635197 0.0537541605374238 0.152630083060917 0.107027519839076 42.9133333333333
"540" 8.64403 284.8703 1.25152558868016 91.839913 0.0539501829586431 0.198459684039047 0.104696708051612 44.8933333333333
"541" 8.839658 285.4073 1.25176186395943 91.605643 0.0592794200861617 0.197910035767006 0.123031409598814 37.6166666666667
"542" 8.248121 281.0563 1.25169013009198 91.362245 0.0494777901536605 0.250201198363289 0.127125610202862 37.37
"543" 8.574276 279.2414 1.25171535225714 91.266038 0.0538257807423041 0.243871942583646 0.142740015704414 40.7866666666667
"544" 8.660437 282.4944 1.25177259514508 91.52173 0.0563904685179281 0.213349301949425 0.123011143755399 42.0533333333333
"545" 8.888962 281.7473 1.25253922873913 91.544149 0.0552257845179223 0.191730571291163 0.118406236661958 33.0533333333333
"546" 8.127155 274.5151 1.25238906179847 92.069029 0.046190616519557 0.150783934130564 0.106844384650969 32.7066666666667
"547" 8.301628 272.313 1.25283921303635 92.53281 0.0581232861795301 0.144861185925833 0.126487875508166 33.45
"548" 8.404534 273.0179 1.25296763446543 92.601644 0.0459107548378054 0.17092756181983 0.0991963749684892 36.0266666666667
"549" 8.897687 275.9936 1.25327384388563 92.367768 0.0491212603904813 0.179767995174366 0.114811674336862 48.4833333333333
"550" 9.083307 277.843 1.25304470359134 90.159149 0.0476961419447785 0.153065690456422 0.101516374912745 42.1733333333333
"551" 8.993569 279.1897 1.2524692283594 86.906916 0.0420774444494727 0.156378318807594 0.134862309884477 43.5966666666667
"552" 9.091744 273.8184 1.2523743126444 87.311982 0.0432544735091529 0.170094537085034 0.109595120097752 48.48
"553" 9.541912 272.3633 1.25281276003785 88.533725 0.0460031385743235 0.181627884604887 0.10239856022534 49.9733333333333
"554" 9.433328 271.1599 1.25271685567926 90.200211 0.0531404081359198 0.156121456967361 0.101805103342696 46.8233333333333
"555" 9.320268 270.8119 1.25278984804306 90.93774 0.0560039689845828 0.112799529862693 0.0892622169333755 46.12
"556" 9.087494 275.1365 1.2528505671093 90.797889 0.0528063512339045 0.110821502755467 0.0912465957291912 51.2033333333333
"557" 9.30123 275.5427 1.25294871999823 90.7116 0.0493113598954117 0.124595995046957 0.0794784032715329 44.2366666666667
"558" 9.17789 274.177 1.25286900022099 89.853064 0.0568449719924732 0.128917660364539 0.109313577485191 36.1966666666667
"559" 8.589737 275.227 1.25277805098347 89.495212 0.0555075551207214 0.114423541010911 0.0991113923213052 41.0333333333333
"560" 8.683437 278.377 1.25263970002323 89.323426 0.0465381737669082 0.17052304298289 0.106655947239317 42.8566666666667
"561" 8.946959 273.9553 1.2525779716116 89.509097 0.047092269004474 0.126342049991401 0.109971205545038 43.7833333333333
"562" 9.026802 270.0356 1.25283323831962 89.990138 0.0529236267728039 0.101361993248905 0.0885697194994193 44.1
"563" 9.21247 269.0129 1.25287276057382 89.59043 0.0499646566013241 0.118895125621992 0.0805632739113017 50.8266666666667
"564" 9.247499 265.5636 1.25266951153585 89.001675 0.0629805312766187 0.0992213178666507 0.0858153080996044 47.63
"565" 9.036858 263.4105 1.25247803297135 88.213562 0.054734233956094 0.103231071440241 0.0815785044346178 44.15
"566" 8.829441 265.4745 1.2522268192208 87.090803 0.0567978878844085 0.0884414016822848 0.0869131539885456 44.6233333333333
"567" 9.095706 267.5145 1.25189215048803 86.172956 0.0734627416497411 0.176910230302701 0.100351121622792 56.33
"568" 9.306667 266.0481 1.25190176219509 85.714725 0.0651581495287196 0.131480779007064 0.103361296041956 47.3533333333333
"569" 8.77632 264.5816 1.25087969375734 85.137279 0.063005075020054 0.174637959446642 0.10949546070492 38.03
"570" 8.335743 258.1868 1.25082568253133 85.158706 0.0647985068637553 0.16140007514202 0.0895543952245002 37.2766666666667
"571" 8.349504 259.4558 1.2511354804102 85.12518 0.0507417805896015 0.114669321314477 0.0756621012415004 39.12
"572" 8.388078 255.3202 1.25022349425682 84.524921 0.0808154621356645 0.151524325521184 0.0975879944502233 42.85
"573" 8.690254 252.3002 1.25055141418268 87.034069 0.064126295963271 0.14885444252009 0.0986945830520324 37.74
"574" 9.399325 236.4517 1.25024492918378 92.81965 0.0415390360478013 0.215345115491535 0.1257276094913 52.7
"575" 9.729152 235.4321 1.25109787347214 94.37703 0.0413326978548593 0.206173013148285 0.124103219435062 58.22
"576" 10.05229 238.0936 1.25011525986574 96.012371 0.0324323412874081 0.25106469666335 0.153099644060011 59.1233333333333
"577" 10.33748 236.3759 1.24978077574012 95.834038 0.0530123782585311 0.247818002779121 0.150043420249099 69.0433333333333
"578" 10.16902 233.8337 1.24810696433769 96.181775 0.0396710695819263 0.284823545254562 0.205741704688289 49.4066666666667
"579" 10.03823 236.3276 1.24822669003117 96.516423 0.0595384843742373 0.231457246138547 0.153630075970565 55.6233333333333
"580" 9.723057 233.4779 1.24805442767766 96.221451 0.0622948111895261 0.275458172844044 0.1649786250267 67.2133333333333
"581" 10.86807 232.9442 1.24785671812271 95.295669 0.0581906447050856 0.28995337321849 0.157709199606791 78.8633333333333
"582" 12.20435 237.7177 1.24471616436602 91.610998 0.0499652500952529 0.302539686416639 0.160658184355748 85.1866666666667
"583" 12.48806 237.1994 1.24415696113188 91.842691 0.0442942618789468 0.283202068436572 0.155316167789876 89.9566666666667
"584" 11.98269 236.6388 1.24282665146277 89.062176 0.0592314580448964 0.276047099163834 0.172922359448766 90.2633333333333
"585" 12.97344 237.0904 1.2423290509822 87.791235 0.0467456896551724 0.24682178212844 0.170073813825067 82.38
"586" 12.44594 235.4437 1.24228552496018 88.01797 0.0420940804792567 0.248867848227572 0.181665545508822 84.6466666666667
"587" 11.94102 229.0563 1.24279899369502 91.073623 0.0439715116464088 0.287603656944299 0.16045776366415 87.0333333333333
"588" 12.19003 228.8632 1.24320793657944 92.712332 0.0393877619661313 0.304262498190844 0.171149492174558 89.2066666666667
"589" 12.28578 225.8255 1.24294476292083 93.164015 0.0451071482640907 0.269110622999781 0.143169627628284 86.9466666666667
"590" 11.85447 224.1867 1.24310201495719 93.41356 0.0523337863270142 0.299686081525285 0.130614258086573 84.6933333333333
"591" 12.32018 223.9521 1.24344069981305 93.656561 0.0526659269588594 0.263328704341655 0.144460487134467 95.2133333333333
"592" 12.58699 227.1541 1.24288132005643 93.685721 0.0597041707350208 0.283659596617281 0.12595736406676 98.1233333333333
"593" 13.7342 229.1811 1.24268488795268 93.894006 0.0662497633644479 0.224413010817303 0.146595086118335 99.9933333333333
"594" 14.18081 232.8046 1.24175034595942 93.67362 0.0513270962660102 0.248740343265518 0.129223491684468 99.9666666666667
"595" 14.52559 234.3528 1.24114635986843 92.140437 0.042686562129318 0.2515720679843 0.154391013779373 100.006666666667
"596" 14.26723 235.8612 1.23993757501196 89.780068 0.0512276945139316 0.273478103329244 0.157619143443191 100
"597" 15.03545 248.747 1.24494444408372 89.009609 0.0520920158691625 0.122779811984775 0.0943225527156006 99.99
"598" 13.21645 253.7306 1.24642461722087 99.602027 0.0712702503319727 0.160124985365855 0.110875490905346 96.92
"599" 13.1423 254.8048 1.24589632669266 99.602425 0.0547416966588801 0.143935743486008 0.0933723610761211 98.53
"600" 13.55829 254.937 1.24497358667186 92.80259 0.0713572729304359 0.172597717135844 0.107170641662251 98.7233333333333
"601" 13.8897 255.2637 1.2431116855709 86.630391 0.0569851976644564 0.154417261678607 0.129135042423432 98.6766666666667
"602" 13.8396 256.6188 1.2421955305172 85.294586 0.0576329518194167 0.164294728803763 0.126820702573559 99.1666666666667
"603" 13.58044 257.6083 1.24136547546762 84.586613 0.0570391239164563 0.147124344764952 0.116313168764419 99.3
"604" 13.81571 258.2754 1.24079257078138 84.16548 0.0573029833428756 0.165818413368292 0.115586395306513 99.3733333333333
"605" 13.78663 255.7541 1.24088891620605 84.051815 0.0613455935206791 0.134170536403667 0.106054060121162 94.5933333333333
"606" 12.66813 253.8147 1.24138702614266 84.942683 0.0666739526670471 0.166063341117514 0.106552960714516 95.41
"607" 12.76238 253.513 1.24229152947566 84.96966 0.060385727427016 0.168002912639323 0.101882065964282 94.7566666666667
"608" 12.97203 254.3162 1.24174399435512 84.941292 0.0583841156704078 0.145740139084052 0.106313560699537 94.78
"609" 13.20017 254.5089 1.24149021506779 84.236298 0.0588271060145438 0.100891142840115 0.0990559109462096 94.0866666666667
"610" 12.71808 256.0054 1.24158107008206 84.295014 0.05784847241093 0.144759236176022 0.0962241321792453 90.25
"611" 12.75478 256.5051 1.24242581072488 84.175795 0.0710232712755532 0.167281694022342 0.10181414407816 94.3133333333333
"612" 12.6413 256.9273 1.24183342272918 83.893915 0.0625916005474121 0.137197474614445 0.107743019273092 94.9066666666667
"613" 12.78432 257.851 1.24259084348556 83.982387 0.0560390619133439 0.156951893809325 0.129258417313654 91.6733333333333
"614" 12.13484 256.6353 1.24200862999767 83.723716 0.0691878014048805 0.140432918890338 0.100475142640159 86.69
"615" 12.1569 252.4967 1.24228861519245 84.179564 0.0519352301984881 0.12105038493585 0.087201042007145 79
"616" 12.87332 253.267 1.24307900505051 85.467366 0.0725101139410813 0.124757715152625 0.101752480444463 89.35
"617" 12.4437 255.553 1.24279707639839 84.901024 0.0540646833337351 0.133064582348681 0.108593786919736 97.2633333333333
"618" 12.92668 257.0145 1.2434541238597 84.601291 0.0640154471217668 0.136723330818431 0.114957247049768 93.6466666666667
"619" 12.44439 256.6867 1.24360426801327 86.211439 0.0605438113077459 0.160136361746304 0.110936533500187 91.2266666666667
"620" 12.67019 256.7398 1.24339811123638 86.258055 0.0628173137103706 0.125086630169919 0.114110154081018 88.35
"621" 12.24417 253.3499 1.24341961061595 86.025571 0.0584468281639343 0.165487066525701 0.114708566801669 85.5833333333333
"622" 12.69513 256.1644 1.24342805094299 85.530843 0.0665525835497549 0.112008282529122 0.110923090772198 84.7233333333333
"623" 12.24342 257.751 1.24343041314668 86.409806 0.0708005279570577 0.110157204696447 0.124697825217664 88.53
"624" 12.74681 258.2366 1.24364331749199 85.093838 0.0771047736649405 0.111364113238115 0.132481697068095 92.2133333333333
"625" 12.34472 260.9487 1.24364128765142 86.988841 0.0671425840359279 0.113325765690879 0.115252538733648 75.4366666666667
"626" 10.59464 256.4277 1.24438440694551 88.263748 0.0816338733548285 0.149708013178746 0.12790807763301 65.6
"627" 11.34353 254.1942 1.24355771212039 86.4959 0.0903362533532331 0.160981633721354 0.107504518539332 86.1466666666667
"628" 11.88097 256.5548 1.24277585000752 85.230711 0.0614530715926393 0.166286020794612 0.124176294862823 83.1266666666667
"629" 11.4325 255.9699 1.24266770451369 84.822868 0.0438072687513667 0.183323405751982 0.130844860354686 78.6633333333333
"630" 11.10761 259.2624 1.24298069605477 85.128355 0.0417019232760243 0.160801588459121 0.122789858684153 72.0866666666667
"631" 10.67438 259.0832 1.24394003850286 85.460818 0.0617949332888655 0.145689631518846 0.121522732443674 72.88
"632" 10.86036 260.7946 1.2438275652056 86.984477 0.0520729055022117 0.154638644416958 0.102922504326655 68.2133333333333
"633" 10.07563 260.7315 1.24420204481278 87.931882 0.0500781588843576 0.137509196353024 0.107382161964222 50.19
"634" 9.211828 256.8762 1.24431492464915 87.320117 0.0480052819049596 0.190517534373031 0.129110314180044 45.38
"635" 8.985389 260.463 1.24473425798483 86.315186 0.0601531775641544 0.191455687003869 0.130414535141523 39.2466666666667
"636" 8.758147 263.1067 1.24417272092364 85.747459 0.0551508441226209 0.201151410771235 0.154129639385609 48.13
"637" 9.48932 264.1219 1.24255362737436 84.461641 0.0640497422365354 0.18631347836508 0.194349195130511 56.06
"638" 9.653528 259.7631 1.24193490380332 83.624334 0.0454052342314644 0.13420054275712 0.141412877128867 42.1066666666667
"639" 7.997735 255.201 1.24195353090093 83.898082 0.0798409924809962 0.178554199190261 0.123848980345898 28.8966666666667
"640" 8.596185 252.7876 1.24304595487132 85.977167 0.0258555510380477 0.150496238502889 0.0897797621771107 33.49
"641" 7.286948 236.3195 1.24252662299578 86.006923 0.0285016717561316 0.39550967254391 0.243306671809529 26.08
"642" 7.421308 229.5282 1.2425970083737 88.372456 0.0703806660497044 0.456393331145504 0.248854724613767 26.8933333333333
"643" 8.191215 233.5895 1.24242952314765 88.543447 0.0870421420997984 0.408897835328163 0.22989541079667 34.1733333333333
"644" 8.237375 233.5064 1.24233587298061 88.479177 0.0563327152157089 0.36696468508044 0.192317367199967 38.5566666666667
"645" 9.149501 234.6384 1.24192722336811 88.225265 0.0553624618435475 0.421662301188874 0.210886177030144 47.4366666666667
"646" 9.447458 235.3032 1.2410046476295 86.744651 0.0485581412481537 0.395901455787844 0.204657708842068 49.5933333333333
"647" 9.185412 232.358 1.24131822702707 87.111235 0.0538134163170906 0.410160947700039 0.189403980211185 52.4333333333333
"648" 9.800382 231.1303 1.24121463267321 86.602621 0.0472939422157218 0.434456027843875 0.212765479398984 58.4
"649" 10.28123 230.1288 1.23970168368126 85.486209 0.0305016228602998 0.422356995848803 0.21185403281277 64.1333333333333
"650" 11.02304 224.4192 1.23922607679724 84.642158 0.0473220545330508 0.403781404461437 0.212260954564603 72.6066666666667
"651" 11.07955 222.7367 1.23929454788924 84.499925 0.0418991746054668 0.429424613199747 0.227939275854773 76.0166666666667
"652" 11.70443 222.8237 1.23910673759877 84.579275 0.0489879216672662 0.381207786951001 0.211522101077684 79.6666666666667
"653" 11.69642 223.0343 1.23955577389035 85.633003 0.0499983413728303 0.375776156968612 0.199383459748224 81.46
"654" 12.04513 223.9995 1.23979620768708 86.383818 0.0425861821333601 0.367372260702396 0.188652052962592 86.0333333333333
"655" 12.157 224.5064 1.24015823428232 86.652015 0.0487425351649256 0.371554678666649 0.18215741625982 84.1033333333333
"656" 12.17492 225.956 1.24014416590031 87.035061 0.0479317317896134 0.375194785695336 0.18011196428452 90.8033333333333
"657" 12.84822 226.2761 1.23888686028744 85.605428 0.0530360781493468 0.38926966718587 0.207770721122629 94.09
"658" 13.06892 226.3605 1.23886360014336 85.488192 0.0417844550276534 0.330090893480207 0.187026529255578 94.9666666666667
"659" 13.14262 224.0477 1.23938228658544 86.432817 0.0480893992217686 0.290405382100345 0.172293750785526 97.5733333333333
"660" 13.5704 222.6987 1.24074933088223 88.392092 0.0480077447975004 0.283559532203991 0.146867682493699 99.6366666666667
"661" 13.67367 224.2266 1.24046860299141 89.06535 0.0423562511015697 0.315725512966694 0.149032417830464 99.8466666666667
"662" 13.7629 226.5652 1.24041614110359 88.864801 0.0438184539595579 0.361220239344194 0.168098172615781 99.94
"663" 14.1082 226.1084 1.24091880498516 89.431735 0.0648638593158589 0.230760352088247 0.13340926506169 99.2433333333333
"664" 13.75148 226.2042 1.24139083893791 90.442019 0.0623240043980721 0.233866122266924 0.128762749054776 99.2266666666667
"665" 14.16336 226.8812 1.24178934562378 91.556249 0.0512624123089436 0.190516969845017 0.105444031991444 99.0566666666667
"666" 14.245 227.2064 1.24248605318368 92.522495 0.0612395015795016 0.190124780020753 0.109251048793018 99.9866666666667
"667" 15.39182 225.1813 1.24321703405656 93.668861 0.0893290721954909 0.160987164903131 0.0949607710926564 100.013333333333
"668" 15.12266 224.0396 1.24374989867653 94.478396 0.0554743345416746 0.161443440117188 0.104047683530837 99.9933333333333
"669" 15.20112 224.4013 1.24455441884879 94.987409 0.0568695267190839 0.13786201721156 0.0867848065384424 99.9766666666667
"670" 15.28662 224.7849 1.24454102174776 95.54085 0.0742862712620579 0.111458711574401 0.0641307867135665 99.9833333333333
"671" 16.61028 226.4649 1.24536828801727 96.040734 0.0707287896411138 0.0920280586321014 0.0933753000871548 99.9
"672" 15.41012 227.0473 1.24581260988038 96.402956 0.0784742753463309 0.0396890638613392 0.0465509597082783 100.01
"673" 15.78972 226.3509 1.24713982705095 97.443789 0.0828758838028793 0.0550437156719461 0.0821240375308663 100.006666666667
"674" 15.53512 227.336 1.24683277453302 97.97462 0.0632606828914099 0.0615276638820326 0.0739433117351057 100.013333333333
"675" 16.12171 224.8216 1.24706206249277 98.388017 0.0469736336902227 0.0698605658741713 0.0641852008338022 100.003333333333
"676" 15.97715 224.7582 1.24719244444123 98.634191 0.0845337873150092 0.0691621072107503 0.0723587401721166 100.006666666667
"677" 14.9926 224.3569 1.24715313290384 98.952174 0.0687175006336459 0.112380615532108 0.0775209308716378 99.61
"678" 14.1508 224.0771 1.24647316761553 99.244567 0.05582555756565 0.107243075617054 0.082181367400661 99.3166666666667
"679" 14.22582 222.8533 1.24620076806014 99.516529 0.0561492061617538 0.120554805605087 0.0742461069824386 100.03
"680" 14.57208 223.309 1.2463754805535 99.601036 0.0580896550115014 0.138295785371004 0.0881697454894643 99.9633333333333
"681" 14.79441 223.9979 1.24571969407216 99.602204 0.051724103901406 0.124442049515624 0.0752252049756902 100.006666666667
"682" 14.78993 224.1254 1.24538218802598 99.603615 0.0577981437369886 0.149054261546511 0.091974636074808 99.38
"683" 14.14625 224.5245 1.24538887196232 99.601433 0.05712665193956 0.129901625000214 0.106892514615076 99.95
"684" 13.75454 225.6553 1.24552185074378 99.603813 0.0473343346996701 0.160388072495241 0.0967809335605549 99.8333333333333
"685" 13.48091 225.1476 1.24581031241867 99.602623 0.0526272855467472 0.181778849581273 0.109771610006433 99.4766666666667
"686" 13.32537 224.8922 1.24555851345403 99.600044 0.0589054637882475 0.173836075930948 0.0837339491178645 97.5833333333333
"687" 13.25088 224.5815 1.24534948529625 99.603019 0.0589041029727837 0.155385752229074 0.0813547274222728 94.8433333333333
"688" 12.80928 222.584 1.24462314316993 99.603019 0.0621149432286592 0.172329706017804 0.0808109176275508 91.7333333333333
"689" 13.14438 223.854 1.24458488814945 99.60302 0.0427615832774159 0.153360740390441 0.0924966742618638 96.4333333333333
"690" 13.23348 223.4504 1.24451521990139 99.604208 0.040138315847381 0.143499452172625 0.075055433244567 95.72
"691" 12.89687 222.4065 1.2444506051785 99.600638 0.0533426792702415 0.12272985763426 0.0833160878256006 90.2166666666667
"692" 12.38591 220.9573 1.24430720776265 99.60421 0.0509907467436789 0.163311807272002 0.0869534903952323 81.1333333333333
"693" 11.93367 221.3387 1.24481516189976 99.604406 0.0540615418391827 0.16353729823142 0.107034843307206 81.1833333333333
"694" 11.46554 222.696 1.24436134613425 99.603812 0.0538648506742814 0.195893844306228 0.0830070861508294 82.5933333333333
"695" 12.01252 223.4991 1.24429306469813 99.601828 0.0531934098756964 0.199135347174086 0.0914464299527673 86.5233333333333
"696" 12.23113 223.1136 1.24387005343099 99.603019 0.0417828197394681 0.196743225671365 0.0930338290818786 91.1433333333333
"697" 12.77609 222.9626 1.24397391053605 99.601431 0.0578426654790315 0.186895070208231 0.113225008369165 89.8233333333333
"698" 12.44372 222.7291 1.24432610606775 99.600242 0.047385034378787 0.183625528155217 0.102400294208764 91.4166666666667
"699" 12.54911 223.0533 1.24431352256822 99.602027 0.0447780440206517 0.18141243137592 0.108171569567739 90.5333333333333
"700" 12.57633 223.6463 1.24422552088898 99.606192 0.0486208456680128 0.173230703394662 0.110073005865196 84.0833333333333
"701" 11.89066 222.8854 1.24477553640079 99.603415 0.0581925729942661 0.19206772061309 0.0986388902325144 86.8633333333333
"702" 12.15877 221.7101 1.24479354710984 99.600637 0.0436334267364215 0.181639282748404 0.101204282107708 87.7633333333333
"703" 12.2077 225.0844 1.2448215429115 99.602622 0.0548746692661189 0.218458067183107 0.0936689706048967 84.1133333333333
"704" 12.07158 224.6564 1.24501867526816 99.599845 0.052739276880077 0.184125719954884 0.100454003808938 86.91
"705" 12.05236 224.4319 1.2445630542968 99.599447 0.0515852248024453 0.2132748743808 0.0997682759415072 87.71
"706" 12.37547 223.4251 1.2443886582317 99.603215 0.0679355450742477 0.177621179619862 0.0901333134004519 95.0866666666667
"707" 13.0774 222.2194 1.24462644046016 99.603813 0.054322931163687 0.177995476581955 0.0846427677148267 97.8066666666667
